"url","product_name","product_rating","product_rating_object","product_rating_max","rating","author_name","asin","product_rating_count","review_header","review_id","review_text","author_id","author_link","badge","brand","review_posted_date","review_country","review_images","helpful_count","keyword","is_amazon_vine","is_verified","variant_asin","variant_name","videos"
"https://www.amazon.com/Headphones-Otium-Waterproof-Sweatproof-Cancelling/dp/B018APC4LE/ref=sr_1_293?keywords=headphones&qid=1676645334&sr=8-293","Otium Bluetooth Headphones,Wireless Earbuds IPX7 Waterproof Sports Earphones with Mic HD Stereo Sweatproof in-Ear Earbuds Gym Running Workout 10 Hour Battery Noise Cancelling Headsets",4.3,"{""five_star"":18890,""four_star"":4910,""one_star"":2587,""three_star"":2809,""two_star"":1558}",5,5,"Steve E******d","B018APC4LE",30755,"Pretty damn good headphones","R198MWL7G6PUVB","This is my third set of these headphones, not because they failed or anything, I just use this for working out and they get abused badly. Sound quality is pretty great, and they’re durable as hell.","AFTA5EAP6TNLXNLLA5EHCLWQ6V6Q","https://www.amazon.com//gp/profile/amzn1.account.AFTA5EAP6TNLXNLLA5EHCLWQ6V6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Otium","December 28, 2022","United States",[],0,,,,,,
"https://www.amazon.com/Audio-Technica-ATHM40x-Professional-Monitor-Headphones/dp/B00HVLUR54/ref=sr_1_98?keywords=headphones&qid=1676645373&sr=8-98","Audio-Technica ATH-M40x Professional Studio Monitor Headphone, Black, with Cutting Edge Engineering, 90 Degree Swiveling Earcups, Pro-grade Earpads/Headband, Detachable Cables Included",4.6,"{""five_star"":10699,""four_star"":2126,""one_star"":278,""three_star"":649,""two_star"":262}",5,4,"Amazon C******r","B00HVLUR54",14014,"Great sound.","RQZ38N0NX0M7P","The ATH m40x sound incredible. I find that the sound level though, is a little on the low side.  I Have to really turn up volume level to get to listening levels. Very good guality sound profile. You will hear things in your music that you might have missed before. Overall very happy.",,"https://www.amazon.com/undefined","Verified Purchase","Audio-Technica","September 7, 2020","United Kingdom",,0,,,,,,
"https://www.amazon.com/product-reviews/B073WN3W6M?ie=UTF8&reviewerType=all_reviews&pageNumber=143","JLab Neon Folding On-Ear Headphones | Wired Headphones | Tangle Free Cord | Noise Isolation | 40mm Neodymium Drivers | C3 Sound (Crystal Clear Clarity) | Black",4.4,"{""five_star"":10590,""four_star"":2438,""one_star"":710,""three_star"":1090,""two_star"":463}",5,5,"Michelle I***n","B073WN3W6M",15291,"Great","RULVHTCITATYW","Great set. Our boys love them","AG4PTRHTJ6RHPRFOV7JRD5LWTDDQ","https://www.amazon.com//gp/profile/amzn1.account.AG4PTRHTJ6RHPRFOV7JRD5LWTDDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","JLab","June 12, 2020","United States",[],0,,,,,,
"https://www.amazon.com/product-reviews/B07F62W3TQ?ie=UTF8&reviewerType=all_reviews&pageNumber=202","Srhythm NC25 Active Noise Cancelling Headphones Bluetooth 5.0,ANC Stereo Headset Over-Ear with Hi-Fi,Mic,50H Playtime,Voice Assistant,Low Latency Game Mode",4.4,"{""five_star"":8701,""four_star"":2548,""one_star"":599,""three_star"":952,""two_star"":459}",5,5,"Amazon C******r","B07F62W3TQ",13259,"They really mean “all day comfort”","R2XXY5RHKJESKL","I was gifted these for my birthday, and I love them. The sound quality is really good — especially for relatively inexpensive headphones — and they’re easy to pair. The noise cancelling is awesome. But the best part is that you can easily and comfortably wear them all day: not only are these gentle on your ears and head, the battery is really impressive. I have only had them for a few weeks, so I don’t know how long that will last, but so far I’m really impressed. The carrying case took me a second to figure out how to get them back in in a way that fits (you’ve gotta bend as well as turn the earpiece flat, which was apparently beyond my abilities for a while), but it’s a great, small size that fits in my work bag easily so I can take these everywhere I go.","AEEGP3GYLHHWXOA7CG6O7EJSSSYQ","https://www.amazon.com//gp/profile/amzn1.account.AEEGP3GYLHHWXOA7CG6O7EJSSSYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8",,"Srhythm","November 7, 2021","United States",[],1,,,,,,
"https://www.amazon.com/Sennheiser-Professional-Over-Ear-Monitoring-Headphones/dp/B00IT0IHOY/ref=sr_1_300?keywords=headphones&qid=1676645334&sr=8-300","Sennheiser Professional HD 280 PRO Over-Ear Monitoring Headphones",4.6,"{""five_star"":7917,""four_star"":1661,""one_star"":403,""three_star"":608,""two_star"":360}",5,2,"******","B00IT0IHOY",10950,"Good sound and isolation, at the price of pain","R2RX9XJZVWENJF","After looking over countless reviews and words of wisdom, I decided to purchase the HD280 for the noted incredible sounds quality and isolation. However, I overlooked the ""vice grip"" reviews that some posted regarding comfort since so many others raved about the amazing comfort.When I received my package today I was extremely excited until I actually tried the headphones on. The material around the ears is not the soft leather-like material I had anticipated (like Bose AE2's) and rather is a though plastic feeling material that is not uncomfortable, but I definitely did not find it especially comfortable. The vice grip effect was really what killed these headphones to me. As a gamer and listener I wear headphones for extended periods of time and within 30 minutes of wearing these I had a ridiculous headache. Despite the fact that the sound quality these headphones provide is true amazing, it is impossible to enjoy the amazing sound quality when your head hurts extremely badly. I understand that this comes with the territory of having such amazing isolation and the closed, over the ear design, however this pain was truly unbearable. After trying them once more this afternoon, I packaged them back up and send them back to Amazon for a refund.I am very surprised that reviews similar to this were not popularized since the pain was (unfortunately) unbearable for me, perhaps I am the only one.I currently am using a Razer Carcharias and I was looking for an upgrade in terms of sound quality and isolation as well as a headphone that works in order settings besides at the computer, however I could not sacrifice comfort to the degree that the HD 280's did.I am unsure what headphones I was going to purchase (Sony MDRXB500?) next but in the future I will not buy headphones that I have no tried first.","AEMTM2OYBNGS4IPIVY3AUVOPFGCQ","https://www.amazon.com//gp/profile/amzn1.account.AEMTM2OYBNGS4IPIVY3AUVOPFGCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Sennheiser Pro Audio","January 25, 2012","United States",,5,,,,,,
"https://www.amazon.com/Silensys-Active-Noise-Cancelling-Headphones/dp/B098XGQS6G/ref=sr_1_88?keywords=headphones&qid=1676645332&sr=8-88","Silensys E7 Active Noise Cancelling Headphones Bluetooth Headphones with Microphone Deep Bass Wireless Headphones Over Ear, Comfortable Protein Earpads, 30 Hours Playtime for Travel/Work, Black",4.4,"{""five_star"":3179,""four_star"":709,""one_star"":238,""three_star"":328,""two_star"":170}",5,1,"******","B098XGQS6G",4624,"Don.t buy these","R35ROBR5AILU9G","After having 3 different pairs of the Cowin E7 that worked flawlessly, I got a pair of these. They look identical, but these crackle horribly while syncd up. I went back to a pair of ear buds while waiting for a new set of headphones. These are a garbage product and without a doubt NOT the same as the Cowin E7's. Avoid them and spend the extra $10 to get a better set of something else.","AFUCM7AMJD5SIHC2GNQ5J5BXMZOA","https://www.amazon.com//gp/profile/amzn1.account.AFUCM7AMJD5SIHC2GNQ5J5BXMZOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Silensys","April 25, 2022","United States",[],0,,,,,,
"https://www.amazon.com/SP3060-Isolating-Earphones-Headphones-BlackBerry/dp/B0170RBJ9Q/ref=sr_1_189?keywords=headphones&qid=1676645331&sr=8-189","sephia SP3060 Earbuds Wired in Ear Headphones with Tangle-Free Cord Noise Isolating Earphones Deep Bass Case Ear Buds 3.5 mm Jack Plug",4.3,"{""five_star"":21196,""four_star"":5172,""one_star"":1622,""three_star"":2638,""two_star"":1129}",5,5,"jay***d","B0170RBJ9Q",31758,"The best sound.","R24C7EKEWJ8AKD","Sounds good and well built.","AHHKNIGPOVXLPMT34WYMBGGBUF4A","https://www.amazon.com//gp/profile/amzn1.account.AHHKNIGPOVXLPMT34WYMBGGBUF4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","sephia","July 16, 2021","United States",[],0,,,,,,
"https://www.amazon.com/TOZO-NC9-Cancelling-Headphones-Waterproof/dp/B0B4VZYGBR/ref=sr_1_296?keywords=headphones&qid=1676645334&sr=8-296","TOZO NC9 2022 Version Hybrid Active Noise Cancelling Wireless Earbuds,in Ear Headphones IPX6 Waterproof Bluetooth 5.3 Stereo Earphones, Immersive Sound Premium Deep Bass Headset Matte Black",4.3,"{""five_star"":17482,""four_star"":4978,""one_star"":1638,""three_star"":2116,""two_star"":1142}",5,5,"Susan * B*****s","B0B4VZYGBR",27358,"Easy Peasy","R20V58O904YCW7","Just received these and they connected seamlessly to my Galaxy Note 10+. I look forward to using them at work.","AGUSOASUSEPQP76MT5UO66ZSYBFA","https://www.amazon.com//gp/profile/amzn1.account.AGUSOASUSEPQP76MT5UO66ZSYBFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","TOZO","May 4, 2021","United States",[],0,,,,,,
"https://www.amazon.com/Wireless-Bluetooth-Headphones-Foldable-Headsets/dp/B08VNFD8FS/ref=sr_1_8?keywords=headphones&qid=1676645320&sr=8-8","PRTUKYT 6S Wireless Bluetooth Headphones Over Ear, Hi-Fi Stereo Foldable Wireless Stereo Headsets Earbuds with Built-in Mic, Volume Control, FM for Phone/PC (Black & Gold)",4.3,"{""five_star"":6485,""four_star"":1524,""one_star"":607,""three_star"":762,""two_star"":394}",5,3,"LUB***TE","B08VNFD8FS",9772,"Nice BUT fragile!","R1SBW67ECOADOK","SD card play feature a great feature. Sound quality decent, volume control very solid. Battery life really good too. However as I did yard work the third week of owning, they slipped off my head as they had before. But this particular time I felt them slipping and caught them in hand. They snapped. Wow. Broken hearted. Also they are substantially cheaper just a few weeks later. Metal headband is what I'm looking for next time.","AEINKEVUJDMDSO6XBGPR5YBC2J6Q","https://www.amazon.com//gp/profile/amzn1.account.AEINKEVUJDMDSO6XBGPR5YBC2J6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","PRTUKYT","September 27, 2022","United States",[],0,,,,,,
"https://www.amazon.com/Perytong-Headphones-Bluetooth-Headband-Headphone/dp/B0BK7YR1D3/ref=sr_1_248?keywords=headphones&qid=1676645334&sr=8-248","Perytong Sleep Headphones Bluetooth Headband Wireless Headphone Headband for Side Sleepers - Headphones for Sleeping - Sleeping Headphones for Insomnia Nuit Travel,Gift for Women Men Mom Dad",4.3,"{""five_star"":29376,""four_star"":8745,""one_star"":2102,""three_star"":4103,""two_star"":1714}",5,4,"******","B0BK7YR1D3",46035,"Comfy & functional!","R2WMBXM4SQDDBW","I have trouble keeping earbuds in my ears, so this style is perfect for me! I love that it doubles as an ear warmer too when I go on walks! Very soft and comfortable. Sound quality is surprisingly good too. Easy to operate. My only complaint is that the control panel is front and center on the forehead. But it works okay to rotate that part to the back. Or I have even put a thicker ear warmer over it when I go on walks in the cold. Overall super happy with this purchase so far!","AEOOY6FXADZZ4ZT54RRLRWCY5XJA","https://www.amazon.com//gp/profile/amzn1.account.AEOOY6FXADZZ4ZT54RRLRWCY5XJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Perytong","December 8, 2022","United States",[],0,,,,,,
"https://www.amazon.com/product-reviews/B01LRK9DTA?ie=UTF8&reviewerType=all_reviews&pageNumber=168","Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time - Rose Gold (Previous Model)",4.7,"{""five_star"":14085,""four_star"":1554,""one_star"":1047,""three_star"":650,""two_star"":382}",5,3,"Antonio **","B01LRK9DTA",17722,"Great!","R3P0GDHUHKM3EG","Wish the headphones didn’t feel cheap. Could’ve been made with a more durable material than plastic. Makes it feel like you DON’T get what you pay for.","AET5OB32UXG6W7Y4XMKVWQ5LP2SQ","https://www.amazon.com//gp/profile/amzn1.account.AET5OB32UXG6W7Y4XMKVWQ5LP2SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Beats","September 12, 2018","United States",[],0,,,,,,
"https://www.amazon.com/TOZO-NC9-Cancelling-Headphones-Waterproof/dp/B0B4VZYGBR/ref=sr_1_296?keywords=headphones&qid=1676645334&sr=8-296","TOZO NC9 2022 Version Hybrid Active Noise Cancelling Wireless Earbuds,in Ear Headphones IPX6 Waterproof Bluetooth 5.3 Stereo Earphones, Immersive Sound Premium Deep Bass Headset Matte Black",4.3,"{""five_star"":17482,""four_star"":4978,""one_star"":1638,""three_star"":2116,""two_star"":1142}",5,5,"Ste***nie***","B0B4VZYGBR",27358,"Wow! GET THEM!!!!!","RTK8K3A06TGJ1","Wow! Amazing quality and value!!!! Love these so much! They totally rival the Samsung pro earbuds my husband has. Tozo is a fantastic brand with great customer service!","AFAJ2K5U7RCLB4LHJ7VXRZRUZ7AQ","https://www.amazon.com//gp/profile/amzn1.account.AFAJ2K5U7RCLB4LHJ7VXRZRUZ7AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","TOZO","April 16, 2021","United States","[""https://images-na.ssl-images-amazon.com/images/I/91WxUm53Q7L._SY88.jpg"",""https://images-na.ssl-images-amazon.com/images/I/91c8eeG1aKL._SY88.jpg"",""https://images-na.ssl-images-amazon.com/images/I/91ivRbxpkyL._SY88.jpg""]",0,,,,,,
"https://www.amazon.com/Sennheiser-HD-650-Professional-Headphone/dp/B00018MSNI/ref=sr_1_186?keywords=headphones&qid=1676645331&sr=8-186","Sennheiser HD 650 - Audiophile Hi-Res Open Back Dynamic Headphone",4.7,"{""five_star"":2106,""four_star"":255,""one_star"":55,""three_star"":95,""two_star"":55}",5,5,"******","B00018MSNI",2568,"Great Headphones","R19OUKNREXJI4G","Beautiful headphones and worth every penny. Partners my Little Dot mkIV SE tube headphone amp perfectly. Prompt delivery and well packaged",,"https://www.amazon.com/undefined","Verified Purchase","Sennheiser Consumer Audio","December 3, 2014","United Kingdom",,2,,,,,,
"https://www.amazon.com/product-reviews/B00IT0IHOY?ie=UTF8&reviewerType=all_reviews&pageNumber=143","Sennheiser Professional HD 280 PRO Over-Ear Monitoring Headphones",4.6,"{""five_star"":7917,""four_star"":1661,""one_star"":403,""three_star"":608,""two_star"":360}",5,5,"Tbe***zzi***","B00IT0IHOY",10950,"My second Pair","R7S6HUM8G100H","I first purchased these 10 years ago (I still use them) I bought this pair as I new how good they were and my wife needed some good headphones.","AGCRQ2C2K3X4SILXGMXTMOQ7IKZQ","https://www.amazon.com//gp/profile/amzn1.account.AGCRQ2C2K3X4SILXGMXTMOQ7IKZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Sennheiser Pro Audio","September 28, 2018","United States",[],2,,,,,,
"https://www.amazon.com/product-reviews/B0006B486K?ie=UTF8&reviewerType=all_reviews&pageNumber=354","Koss KSC75 Portable Stereophone Headphones, Single, Standard Packaging White/Gray",4.3,"{""five_star"":4325,""four_star"":1434,""one_star"":450,""three_star"":656,""two_star"":471}",5,5,"Travis G*****t","B0006B486K",7337,"Crazy good for price","R1H7LGI7UM5RCI","I own a pair of SHP9500's, and I honestly prefer these more just because of the bass. They sound great, nothing can compete in this price range.",,,"Verified Purchase","Koss","October 12, 2021","Canada",[],0,,,,,,
"https://www.amazon.com/Headphones-Otium-Waterproof-Sweatproof-Cancelling/dp/B018APC4LE/ref=sr_1_293?keywords=headphones&qid=1676645334&sr=8-293","Otium Bluetooth Headphones,Wireless Earbuds IPX7 Waterproof Sports Earphones with Mic HD Stereo Sweatproof in-Ear Earbuds Gym Running Workout 10 Hour Battery Noise Cancelling Headsets",4.3,"{""five_star"":18890,""four_star"":4910,""one_star"":2587,""three_star"":2809,""two_star"":1558}",5,1,"John *","B018APC4LE",30755,"Look Elsewhere","R1QRLF17KCJFQY","No, just no! For me these headphones are awful. They never stay in my ear no matter how I adjust or alter them. You will find that if it wasn't for the hooks over your ears they would never stay on. Matter of fact, even with the over ear hooks they have fallen off my head multiple times during light physical activity. Just Don't!","AHDTSJF47RZNGDR2AW5ATE3L3VEQ","https://www.amazon.com//gp/profile/amzn1.account.AHDTSJF47RZNGDR2AW5ATE3L3VEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Otium","October 21, 2022","United States",[],0,,,,,,
"https://www.amazon.com/Logitech-Headset-H390-Noise-Cancelling/dp/B000UXZQ42/ref=sr_1_27?keywords=headphones&qid=1676645338&sr=8-27","Logitech H390 Wired Headset, Stereo Headphones with Noise-Cancelling Microphone, USB, In-Line Controls, PC/Mac/Laptop - Black",4.4,"{""five_star"":32540,""four_star"":8158,""one_star"":2348,""three_star"":3407,""two_star"":1549}",5,1,"Christina N*****s","B000UXZQ42",47999,"Don’t waste your money","R2ESX9WDLXS4BU","They worked for less than a week of daily use for work before they crapped out on me. And they weren’t as comfortable as I was hoping for anyway.","AELZ2ZUBA5JRWDIYKYKCNEYNQOQQ","https://www.amazon.com//gp/profile/amzn1.account.AELZ2ZUBA5JRWDIYKYKCNEYNQOQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","Logitech","April 9, 2022","United States",,0,,,,,,
"https://www.amazon.com/OneOdio-Adapter-Free-Headphones-Professional-Telescopic/dp/B01N6ZJH96/ref=sr_1_94?keywords=headphones&qid=1676645332&sr=8-94","OneOdio Wired Over Ear Headphones Hi-Res Studio Monitor & Mixing DJ Stereo Headsets with 50mm Neodymium Drivers and 1/4 to 3.5mm Audio Jack for AMP Computer Recording Phone Piano Guitar Laptop - Black",4.5,"{""five_star"":28184,""four_star"":6532,""one_star"":1462,""three_star"":2675,""two_star"":1036}",5,5,"Mike **","B01N6ZJH96",39889,"A great headset regardless of the price!","R1W3PZF6XFA76U","I have been using these for 6 months now and love them they do so much with the dual head jacks they serve many purposes for me... The base is actually very good then add the price factor and you can't go wrong, I was a lil hesitant at first thinking they would be sub-par but they have really been a great pair and durable...","AGOBGHVXZSSEG4E2E7UP7IR3MIJQ","https://www.amazon.com//gp/profile/amzn1.account.AGOBGHVXZSSEG4E2E7UP7IR3MIJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Verified Purchase","OneOdio","January 25, 2020","United States",[],0,,,,,,
"https://www.amazon.com/Koss-KSC75-Portable-Stereophone-Headphones/dp/B0006B486K/ref=sr_1_166?keywords=headphones&qid=1676645331&sr=8-166","Koss KSC75 Portable Stereophone Headphones, Single, Standard Packaging White/Gray",4.3,"{""five_star"":4325,""four_star"":1433,""one_star"":450,""three_star"":656,""two_star"":471}",5,5,"Leo***do","B0006B486K",7336,"Rapporto qualità prezzo ottimo","RRABTLIN2VAK9","Un amico esperto me l'ha consigliata ed io la uso quotidianamente. Leggera da indossare, adatta per ascoltare la musica dal cellulare, suono, a mio parere, gradevolissimo ed equilibrato...nitido, realistico. Consigliatissima",,"https://www.amazon.com/undefined","Verified Purchase","Koss","December 21, 2013","Italy",,0,,,,,,
